BestellungID;KundeID;VereinsPartnerID;Kreditkarte;GueltigBis;KKFirma;Kaufdatum;ProduktID;Menge;Preis;Rabatt
RS0002683;;Blaetterglueck;247005100300;33728;VISA;01.10.2018;97;39;36,96;
RS0002683;;Blaetterglueck;247005100300;33728;VISA;01.10.2018;122;47;388,20;
RS0002683;;Blaetterglueck;247005100300;33728;VISA;01.10.2018;60;33;240,89;
RS0002683;;Blaetterglueck;247005100300;33728;VISA;01.10.2018;81;40;269,12;
RS0002684;;Blaetterglueck;081805500000;04/90;VISA;01.10.2018;71;29;394,11;7,10
RS0002685;374;Blaetterglueck;DE33508643220000564087;06/12;Mastercard;01.10.2018;90;41;294,50;9,00
RS0002686;2;Blaetterglueck;096805232800;01/15;VISA;01.10.2018;100;28;172,14;10,00
RS0002687;;Blaetterglueck;763608008000;08/05;Mastercard;01.10.2018;123;26;426,15;12,30
RS0002688;163;Blaetterglueck;878408000000;07/08;Mastercard;01.10.2018;82;45;211,64;8,20
RS0002688;163;Blaetterglueck;878408000000;39644;Mastercard;01.10.2018;51;27;264,28;
RS0002689;119;Blaetterglueck;367004004800;05/15;VISA;01.10.2018;93;43;179,10;9,30
RS0002690;;Blaetterglueck;933306009800;11/12;American Express;01.10.2018;25;47;140,72;2,50
RS0002691;;Blaetterglueck;DE07210700200000185758;04/14;VISA;01.10.2018;66;37;127,91;6,60
RS0002692;;Blaetterglueck;914608001000;12/84;American Express;01.10.2018;43;20;782,89;0,35
RS0002693;271;Blaetterglueck;358107002400;08/09;Mastercard;01.10.2018;101;33;783,89;10,10
RS0002693;271;Blaetterglueck;358107002400;40034;Mastercard;01.10.2018;85;13;50,93;
RS0002693;271;Blaetterglueck;358107002400;40034;Mastercard;01.10.2018;74;35;311,20;
RS0002694;;Blaetterglueck;DE86790300010005584201;02/98;VISA;01.10.2018;94;18;217,90;9,40
RS0002695;354;Blaetterglueck;DE34830505050003628429;12/19;American Express;01.10.2018;72;22;364,27;7,20
RS0002696;;Blaetterglueck;DE51734600460004059080;08/09;Mastercard;01.10.2018;31;32;34,81;3,10
RS0002697;111;Blaetterglueck;407635156000;05/87;VISA;01.10.2018;111;43;787,89;11,10
RS0002698;;Blaetterglueck;517207002400;12/98;American Express;01.10.2018;124;37;112,84;12,40
RS0002698;;Blaetterglueck;517207002400;36149;American Express;01.10.2018;24;15;221,32;
RS0002699;;Blaetterglueck;722829155100;05/17;VISA;01.10.2018;99;8;211,56;9,90
RS0002700;;Blaetterglueck;754726012100;11/14;American Express;01.10.2018;98;8;16,98;9,80
RS0002701;190;Blaetterglueck;727206911300;10/20;Mastercard;01.10.2018;125;27;52,89;12,50
RS0002702;;Blaetterglueck;763608008000;08/05;Mastercard;01.10.2018;23;5;75,54;2,30
RS0002703;125;Blaetterglueck;455855013000;10/13;Mastercard;01.10.2018;14;8;153,78;0,20
RS0002703;125;Blaetterglueck;455855013000;41555;Mastercard;01.10.2018;99;31;178,89;
RS0002704;;Blaetterglueck;916115002000;05/18;VISA;01.10.2018;109;24;473,93;10,90
RS0002705;;Blaetterglueck;DE47602911200007467738;02/02;VISA;01.10.2018;69;2;795,89;6,90
RS0002706;105;Blaetterglueck;157425000000;05/06;VISA;01.10.2018;86;31;204,31;8,60
RS0002707;;Blaetterglueck;326509220000;09/91;Mastercard;01.10.2018;23;24;224,65;2,30
RS0002708;;Blaetterglueck;DE03256625400008214153;01/01;VISA;01.10.2018;19;46;77,85;1,90
RS0002708;;Blaetterglueck;DE03256625400008214153;36911;VISA;01.10.2018;112;33;369,07;
RS0002708;;Blaetterglueck;DE03256625400008214153;36911;VISA;01.10.2018;6;26;163,07;
RS0002709;;Blaetterglueck;456626141600;06/93;Mastercard;01.10.2018;71;28;203,34;7,10
RS0002710;310;Blaetterglueck;DE08416601240008733908;01/10;VISA;01.10.2018;39;35;336,52;3,90
RS0002711;;Blaetterglueck;DE88259501300008791478;08/18;Mastercard;01.10.2018;116;49;96,15;11,60
RS0002712;91;Blaetterglueck;598306456800;04/20;VISA;01.10.2018;102;28;66,40;10,20
RS0002713;;Blaetterglueck;816305000000;12/09;American Express;01.10.2018;2;34;392,46;0,20
RS0002713;;Blaetterglueck;816305000000;40155;American Express;01.10.2018;66;47;293,75;
RS0002713;;Blaetterglueck;816305000000;40155;American Express;01.10.2018;59;42;326,89;
RS0002714;;Blaetterglueck;917016961400;08/16;Mastercard;01.10.2018;125;35;443,84;12,50
RS0002715;357;Blaetterglueck;DE07210700200000185758;04/14;VISA;01.10.2018;42;22;415,54;4,20
RS0002716;;Blaetterglueck;DE28501900000006499499;09/09;Mastercard;01.10.2018;7;43;463,10;0,70
RS0002717;;Blaetterglueck;877009050000;07/87;Mastercard;01.10.2018;38;41;315,89;0,55
RS0002718;;Blaetterglueck;DE24670505050008688927;07/15;Mastercard;01.10.2018;80;6;289,79;8,00
RS0002718;;Blaetterglueck;DE24670505050008688927;42215;Mastercard;01.10.2018;22;9;173,56;
RS0002719;242;Blaetterglueck;788504000000;04/14;VISA;01.10.2018;1;43;127,07;0,10
RS0002720;;Blaetterglueck;836936203200;10/19;Mastercard;01.10.2018;38;9;810,89;3,80
RS0002721;;Blaetterglueck;727706213900;02/20;VISA;01.10.2018;33;27;104,01;3,30
RS0002722;;Blaetterglueck;DE41684922000003749971;05/17;VISA;01.10.2018;31;49;386,57;3,10
RS0002723;98;Blaetterglueck;387602600000;06/98;Mastercard;01.10.2018;49;25;813,89;4,90
RS0002723;98;Blaetterglueck;387602600000;35947;Mastercard;01.10.2018;111;44;268,42;
RS0002724;;Blaetterglueck;235096120600;11/16;American Express;01.10.2018;55;26;814,89;5,50
RS0002725;;Blaetterglueck;DE69150616980003438287;01/21;VISA;01.10.2018;24;7;284,26;2,40
RS0002726;278;Blaetterglueck;407505000000;09/00;Mastercard;01.10.2018;102;45;453,61;10,20
RS0002727;;Blaetterglueck;485856010300;09/85;Mastercard;01.10.2018;85;44;494,15;8,50
RS0002728;107;Blaetterglueck;642508002000;12/10;American Express;01.10.2018;20;42;267,59;2,00
RS0002728;107;Blaetterglueck;642508002000;40534;American Express;01.10.2018;54;1;307,70;
RS0002729;;Blaetterglueck;DE24720693290002221333;01/21;VISA;01.10.2018;21;14;819,89;0,27
RS0002730;108;Blaetterglueck;655866190100;01/16;VISA;01.10.2018;24;31;820,89;2,40
RS0002731;;Blaetterglueck;145325000000;02/21;VISA;01.10.2018;93;10;479,37;9,30
RS0002732;;Blaetterglueck;176005010100;03/15;VISA;01.10.2018;106;3;342,56;10,60
RS0002733;99;Blaetterglueck;877009050000;07/87;Mastercard;01.10.2018;9;24;390,22;0,90
RS0002733;99;Blaetterglueck;877009050000;31974;Mastercard;01.10.2018;18;7;420,81;
RS0002733;99;Blaetterglueck;877009050000;31974;Mastercard;01.10.2018;29;29;188,47;
RS0002733;99;Blaetterglueck;877009050000;31974;Mastercard;01.10.2018;85;48;327,89;
RS0002734;;Blaetterglueck;217206903600;06/06;Mastercard;01.10.2018;47;49;469,07;4,70
RS0002735;;Blaetterglueck;DE17666621550005939957;01/09;VISA;01.10.2018;39;39;105,26;3,90
RS0002736;192;Blaetterglueck;502229003100;11/16;American Express;01.10.2018;60;47;437,28;6,00
RS0002737;;Blaetterglueck;917016961400;08/16;Mastercard;01.10.2018;40;14;235,56;4,00
RS0002738;215;Blaetterglueck;366006986000;02/14;VISA;01.10.2018;125;10;339,42;12,50
RS0002738;215;Blaetterglueck;366006986000;41678;VISA;01.10.2018;91;22;25,78;
RS0002739;;Blaetterglueck;DE76150505000003378867;10/02;Mastercard;01.10.2018;22;36;81,68;2,20
RS0002740;;Blaetterglueck;317008000000;10/00;Mastercard;01.10.2018;27;1;169,66;0,69
RS0002741;140;Blaetterglueck;483206036200;06/83;Mastercard;01.10.2018;73;12;62,78;7,30
RS0002742;;Blaetterglueck;937039000000;10/01;Mastercard;01.10.2018;24;47;437,26;2,40
RS0002743;;Blaetterglueck;615023040000;12/88;American Express;01.10.2018;79;21;485,30;7,90
RS0002743;;Blaetterglueck;615023040000;32481;American Express;01.10.2018;43;10;186,89;
RS0002744;106;Blaetterglueck;572004000000;02/83;VISA;01.10.2018;86;47;834,89;8,60
RS0002745;;Blaetterglueck;374727002900;08/03;Mastercard;01.10.2018;108;9;119,05;10,80
RS0002746;116;Blaetterglueck;364807002000;11/11;American Express;01.10.2018;56;11;404,39;5,60
RS0002747;;Blaetterglueck;022569163300;06/13;Mastercard;01.10.2018;38;44;266,44;3,80
RS0002748;;Blaetterglueck;DE53401545300003145102;01/99;VISA;01.10.2018;35;15;105,46;3,50
RS0002748;;Blaetterglueck;DE53401545300003145102;36186;VISA;01.10.2018;104;29;197,89;
RS0002749;209;Blaetterglueck;562504006600;03/05;VISA;01.10.2018;43;42;295,05;4,30
RS0002750;;Blaetterglueck;374727002900;08/03;Mastercard;01.10.2018;91;47;245,36;9,10
RS0002751;105;Blaetterglueck;157425000000;05/06;VISA;01.10.2018;76;32;287,96;7,60
RS0002752;;Blaetterglueck;746669230000;03/13;VISA;01.10.2018;49;47;105,46;4,90
RS0002753;;Blaetterglueck;642508002000;12/10;American Express;01.10.2018;84;13;367,83;8,40
RS0002753;;Blaetterglueck;642508002000;40534;American Express;01.10.2018;66;9;499,46;
RS0002753;;Blaetterglueck;642508002000;40534;American Express;01.10.2018;29;47;475,29;
RS0002754;200;Blaetterglueck;056006959500;04/10;VISA;01.10.2018;26;14;119,54;2,60
RS0002755;;Blaetterglueck;247005100300;05/92;VISA;01.10.2018;123;44;75,41;12,30
RS0002756;;Blaetterglueck;DE09587613430003671643;12/17;American Express;01.10.2018;82;14;221,69;8,20
RS0002757;;Blaetterglueck;DE44664515480008297551;05/13;VISA;01.10.2018;46;41;397,81;4,60
RS0002758;136;Blaetterglueck;056835155700;04/13;VISA;01.10.2018;22;10;114,89;2,20
RS0002758;136;Blaetterglueck;056835155700;41374;VISA;01.10.2018;45;37;147,78;
RS0002758;136;Blaetterglueck;056835155700;41374;VISA;01.10.2018;94;35;276,12;
RS0002758;136;Blaetterglueck;056835155700;41374;VISA;01.10.2018;55;6;435,97;
RS0002759;;Blaetterglueck;505429000000;12/87;American Express;01.10.2018;72;47;28,68;7,20
RS0002760;24;Blaetterglueck;107225152000;01/89;VISA;01.10.2018;48;4;388,12;4,80
RS0002761;;Blaetterglueck;DE95711500000008358924;12/20;American Express;01.10.2018;22;2;19,20;0,27
RS0002762;;Blaetterglueck;496835004800;06/88;Mastercard;01.10.2018;119;37;0,94;11,90
RS0002763;292;Blaetterglueck;484455004500;05/02;VISA;01.10.2018;106;2;67,92;10,60
RS0002763;292;Blaetterglueck;484455004500;37390;VISA;01.10.2018;23;30;190,89;
RS0002764;;Blaetterglueck;281307000000;11/13;American Express;01.10.2018;64;47;487,66;6,40
RS0002765;;Blaetterglueck;788504000000;04/14;VISA;01.10.2018;34;5;469,75;3,40
RS0002766;;Blaetterglueck;662406030000;09/01;Mastercard;01.10.2018;8;20;330,04;0,80
RS0002767;;Blaetterglueck;973206138400;01/21;VISA;01.10.2018;8;8;443,89;0,80
RS0002768;125;Blaetterglueck;455855013000;10/13;Mastercard;01.10.2018;40;43;260,57;4,00
RS0002768;125;Blaetterglueck;455855013000;41555;Mastercard;01.10.2018;105;46;107,55;
RS0002769;;Blaetterglueck;065051013200;04/89;VISA;01.10.2018;113;33;376,53;11,30
RS0002770;;Blaetterglueck;DE44665623000006789503;12/02;American Express;01.10.2018;41;19;377,05;4,10
RS0002771;32;Blaetterglueck;417005430600;05/99;VISA;01.10.2018;7;13;861,89;0,70
RS0002772;;Blaetterglueck;157005180500;10/90;Mastercard;01.10.2018;5;43;463,29;0,50
RS0002773;;Blaetterglueck;875086231100;04/91;VISA;01.10.2018;22;16;126,99;2,20
RS0002773;;Blaetterglueck;875086231100;33343;VISA;01.10.2018;4;48;177,55;
RS0002773;;Blaetterglueck;875086231100;33343;VISA;01.10.2018;51;35;258,94;
RS0002773;;Blaetterglueck;875086231100;33343;VISA;01.10.2018;118;38;429,71;
RS0002774;153;Blaetterglueck;707916149900;11/02;American Express;01.10.2018;116;12;191,25;11,60
RS0002775;;Blaetterglueck;481505040000;07/17;Mastercard;01.10.2018;5;44;865,89;0,50
RS0002776;;Blaetterglueck;DE85643901300007560279;10/11;Mastercard;01.10.2018;52;18;340,31;5,20
RS0002777;118;Blaetterglueck;377336926400;03/20;VISA;01.10.2018;10;46;867,89;1,00
RS0002778;;Blaetterglueck;375107002400;07/13;Mastercard;01.10.2018;71;46;332,99;7,10
RS0002778;;Blaetterglueck;375107002400;41467;Mastercard;01.10.2018;59;8;316,06;
RS0002779;;Blaetterglueck;081805500000;04/90;VISA;01.10.2018;94;10;387,88;0,35
RS0002780;56;Blaetterglueck;432656269400;11/14;American Express;01.10.2018;31;3;430,87;3,10
RS0002781;;Blaetterglueck;565919000000;10/75;Mastercard;01.10.2018;19;20;181,89;0,19
RS0002782;;Blaetterglueck;222695131100;11/13;American Express;01.10.2018;87;42;872,89;8,70
RS0002783;77;Blaetterglueck;266929000000;06/92;Mastercard;01.10.2018;123;27;27,47;12,30
RS0002783;77;Blaetterglueck;266929000000;33771;Mastercard;01.10.2018;119;36;202,20;
RS0002783;77;Blaetterglueck;266929000000;33771;Mastercard;01.10.2018;9;2;158,62;
RS0002784;;Blaetterglueck;105185007900;09/06;Mastercard;01.10.2018;118;17;388,64;11,80
RS0002785;;Blaetterglueck;158004000000;04/13;VISA;01.10.2018;83;47;224,44;8,30
RS0002786;278;Blaetterglueck;407505000000;09/00;Mastercard;01.10.2018;6;36;348,36;0,60
RS0002787;;Blaetterglueck;985457009400;06/12;Mastercard;01.10.2018;66;32;877,89;6,60
RS0002788;;Blaetterglueck;726845229000;06/96;Mastercard;01.10.2018;68;19;255,67;6,80
RS0002788;;Blaetterglueck;726845229000;35227;Mastercard;01.10.2018;53;45;195,89;
RS0002789;356;Blaetterglueck;DE62574601170008821035;01/20;VISA;01.10.2018;65;14;359,73;6,50
RS0002790;;Blaetterglueck;855609000000;12/93;American Express;01.10.2018;16;12;880,89;1,60
RS0002791;15;Blaetterglueck;722829155100;05/17;VISA;01.10.2018;99;32;319,98;9,90
RS0002792;;Blaetterglueck;766809230000;08/14;Mastercard;01.10.2018;60;42;163,75;6,00
RS0002793;;Blaetterglueck;746669230000;03/13;VISA;01.10.2018;40;10;277,84;4,00
RS0002793;;Blaetterglueck;746669230000;41362;VISA;01.10.2018;68;36;196,89;
RS0002793;;Blaetterglueck;746669230000;41362;VISA;01.10.2018;77;31;270,60;
RS0002794;32;Blaetterglueck;417005430600;05/99;VISA;01.10.2018;34;11;47,59;3,40
RS0002795;;Blaetterglueck;DE47602911200007467738;02/02;VISA;01.10.2018;65;19;375,83;6,50
RS0002796;;Blaetterglueck;777216976400;02/19;VISA;01.10.2018;99;41;151,03;9,90
RS0002797;;Blaetterglueck;735021013900;10/07;Mastercard;01.10.2018;25;26;345,20;2,50
RS0002798;88;Blaetterglueck;496835004800;06/88;Mastercard;01.10.2018;74;17;498,20;7,40
RS0002798;88;Blaetterglueck;496835004800;32315;Mastercard;01.10.2018;63;43;467,88;
RS0002799;;Blaetterglueck;DE14700800850001864149;03/03;VISA;01.10.2018;26;42;399,14;2,60
RS0002800;;Blaetterglueck;327506906100;07/02;Mastercard;01.10.2018;110;47;331,20;11,00
RS0002801;;Blaetterglueck;664404003700;09/92;Mastercard;01.10.2018;53;19;305,55;5,30
RS0002802;333;Blaetterglueck;DE34703900000002342775;07/20;Mastercard;01.10.2018;53;9;892,89;5,30
RS0002803;;Blaetterglueck;DE64750200730004629509;01/19;VISA;01.10.2018;1;41;264,52;0,10
RS0002803;;Blaetterglueck;DE64750200730004629509;43491;VISA;01.10.2018;122;46;198,89;
RS0002804;107;Blaetterglueck;642508002000;12/10;American Express;01.10.2018;28;10;75,97;2,80
RS0002805;;Blaetterglueck;927004004800;03/18;VISA;01.10.2018;49;46;481,84;4,90
RS0002806;218;Blaetterglueck;036945006500;09/96;Mastercard;01.10.2018;87;20;327,19;8,70
RS0002807;;Blaetterglueck;792305103000;06/13;Mastercard;01.10.2018;93;43;33,67;9,30
RS0002808;;Blaetterglueck;DE72820940540002577978;02/11;VISA;01.10.2018;115;26;898,89;11,50
RS0002808;;Blaetterglueck;DE72820940540002577978;40587;VISA;01.10.2018;80;46;286,61;
RS0002808;;Blaetterglueck;DE72820940540002577978;40587;VISA;01.10.2018;11;3;234,89;
RS0002808;;Blaetterglueck;DE72820940540002577978;40587;VISA;01.10.2018;110;31;151,44;
