BestellungID;KundeID;VereinsPartnerID;Kaufdatum;Kreditkarte;GueltigBis;KKFirma;ProduktID;Menge;Preis;Rabatt
RS0000718;67;GlückAuf;05.03.2022;0000 3147 8535 2000;Okt 20;Mastercard;99;40;3,8;9,9
RS0000719;;GlückAuf;05.03.2022;0700 1000 0234 1368;Aug 78;Mastercard;23;7;2,8;0
RS0000719;;GlückAuf;05.03.2022;0700 1000 0234 1368;Aug 78;Mastercard;28;14;1,8;0
RS0000719;;GlückAuf;05.03.2022;0700 1000 0234 1368;Aug 78;Mastercard;30;25;4;3
RS0000719;;GlückAuf;05.03.2022;0700 1000 0234 1368;Aug 78;Mastercard;84;49;0,55;0
RS0000719;;GlückAuf;05.03.2022;0700 1000 0234 1368;Aug 78;Mastercard;96;49;7,8;0
RS0000719;;GlückAuf;05.03.2022;0700 1000 0234 1368;Aug 78;Mastercard;108;39;7,8;0
RS0000719;;GlückAuf;05.03.2022;0700 1000 0234 1368;Aug 78;Mastercard;122;32;1,8;0
RS0000720;357;GlückAuf;05.03.2022;0700 2000 0018 5758;Apr 14;VISA;59;23;3;5,9
RS0000721;354;GlückAuf;05.03.2022;0505 0500 0362 8429;Dez 19;American Express;77;47;2;7,7
RS0000722;109;GlückAuf;05.03.2022;0000 8426 6600 6000;Aug 19;Mastercard;93;42;2,3;9,3
RS0000723;;GlückAuf;05.03.2022;0000 2350 9612 0600;Nov 16;American Express;24;27;3;2,4
RS0000724;280;GlückAuf;05.03.2022;0000 7750 1209 0000;Jul 23;VISA;58;15;8;5,8
RS0000724;280;GlückAuf;05.03.2022;0000 7750 1209 0000;Jul 23;VISA;124;31;2,8;0
RS0000725;;GlückAuf;05.03.2022;0000 5054 2900 0000;Dez 87;American Express;52;31;4;5,2
RS0000726;163;GlückAuf;05.03.2022;0000 8784 0800 0000;Aug 23;Mastercard;90;14;1;9
RS0000727;;GlückAuf;05.03.2022;0000 2170 2501 5000;Dez 23;VISA;57;34;8;5,7
RS0000728;6;GlückAuf;05.03.2022;0000 7985 0501 0000;Mai 23;American Express;110;7;0,5;11
RS0000729;;GlückAuf;05.03.2022;0000 6674 3690 8800;Dez 94;American Express;72;12;2;7,2
RS0000729;;GlückAuf;05.03.2022;0000 6674 3690 8800;Dez 94;American Express;93;3;2,1;0
RS0000730;180;GlückAuf;05.03.2022;0000 1174 1910 0000;Jan 15;VISA;23;34;3;2,3
RS0000731;;GlückAuf;05.03.2022;0000 4228 0697 7300;Jan 13;VISA;7;17;8;0,7
RS0000732;321;GlückAuf;05.03.2022;3400 7600 0709 7670;Apr 99;VISA;66;33;3;6,6
RS0000733;;GlückAuf;05.03.2022;0000 7051 0917 0000;Jun 17;Mastercard;97;22;9;9,7
RS0000734;;GlückAuf;05.03.2022;0000 1566 0603 0000;Okt 94;Mastercard;36;49;0,3;0
RS0000734;;GlückAuf;05.03.2022;0000 1566 0603 0000;Okt 94;Mastercard;49;22;3,6;0
RS0000734;;GlückAuf;05.03.2022;0000 1566 0603 0000;Okt 94;Mastercard;79;9;1,5;7,9
RS0000735;84;GlückAuf;05.03.2022;0000 2657 0928 0000;Sep 20;Mastercard;77;32;2;7,7
RS0000736;;GlückAuf;05.03.2022;0000 5221 5653 1600;Feb 23;Mastercard;60;21;0,5;6
RS0000737;;GlückAuf;05.03.2022;0000 0380 0800 0000;Mrz 15;VISA;110;35;0,5;11
RS0000738;;GlückAuf;05.03.2022;0000 0852 3600 5900;Mai 18;VISA;81;12;2;8,1
RS0000739;72;GlückAuf;05.03.2022;0000 7376 3515 6000;Dez 17;American Express;47;8;8,8;0
RS0000739;72;GlückAuf;05.03.2022;0000 7376 3515 6000;Dez 17;American Express;71;34;4;7,1
RS0000739;72;GlückAuf;05.03.2022;0000 7376 3515 6000;Dez 17;American Express;90;16;0,8;0
RS0000740;;GlückAuf;05.03.2022;0000 9161 1500 2000;Mai 18;VISA;101;17;2;10,1
RS0000741;153;GlückAuf;05.03.2022;0000 7079 1614 9900;Feb 23;American Express;54;20;5;5,4
RS0000742;;GlückAuf;05.03.2022;0000 7320 7500 0000;Jun 20;Mastercard;109;39;3;10,9
RS0000743;;GlückAuf;05.03.2022;0000 2676 0695 5900;Mai 23;VISA;38;40;0,5;3,8
RS0000744;246;GlückAuf;05.03.2022;0000 7277 0621 3900;Feb 20;VISA;45;23;2;4,5
RS0000744;246;GlückAuf;05.03.2022;0000 7277 0621 3900;Feb 20;VISA;63;37;4,3;0
RS0000744;246;GlückAuf;05.03.2022;0000 7277 0621 3900;Feb 20;VISA;80;9;3,8;0
RS0000744;246;GlückAuf;05.03.2022;0000 7277 0621 3900;Feb 20;VISA;106;5;6,8;0
RS0000745;;GlückAuf;05.03.2022;2500 2000 0894 4120;Jan 16;VISA;73;38;3;7,3
RS0000746;;GlückAuf;05.03.2022;0000 4844 5500 4500;Feb 23;VISA;101;1;2;10,1
RS0000747;165;GlückAuf;05.03.2022;0000 1024 1628 9800;Dez 14;American Express;53;21;5;5,3
RS0000748;;GlückAuf;05.03.2022;0000 3660 3501 3000;Nov 17;American Express;81;22;2;8,1
RS0000749;;GlückAuf;05.03.2022;0000 3660 3501 3000;Nov 17;American Express;19;10;2;1,9
RS0000749;;GlückAuf;05.03.2022;0000 3660 3501 3000;Nov 17;American Express;34;2;0,55;0
RS0000749;;GlückAuf;05.03.2022;0000 3660 3501 3000;Nov 17;American Express;96;44;7,8;0
RS0000750;;GlückAuf;05.03.2022;0000 6325 9800 2700;Jun 88;Mastercard;107;37;8;10,7
RS0000751;32;GlückAuf;05.03.2022;0000 4170 0543 0600;Mai 99;VISA;62;35;4;6,2
RS0000752;;GlückAuf;05.03.2022;0690 1000 0345 6043;Sep 95;Mastercard;18;39;6;1,8
RS0000753;;GlückAuf;05.03.2022;0000 2151 0500 1500;Dez 23;VISA;15;41;4,5;1,5
RS0000754;118;GlückAuf;05.03.2022;0000 3773 3692 6400;Mrz 20;VISA;2;7;4;0,2
RS0000754;118;GlückAuf;05.03.2022;0000 3773 3692 6400;Mrz 20;VISA;68;16;5,8;0
RS0000755;;GlückAuf;05.03.2022;0000 8153 0932 0000;Jul 16;Mastercard;29;4;1,5;2,9
RS0000756;301;GlückAuf;05.03.2022;0605 9200 0131 0597;Okt 16;Mastercard;27;17;2;2,7
RS0000757;;GlückAuf;05.03.2022;0000 7636 0800 8000;Mai 23;Mastercard;21;41;4;2,1
RS0000758;;GlückAuf;05.03.2022;0000 7547 2601 2100;Nov 14;American Express;82;48;5;8,2
RS0000759;367;GlückAuf;05.03.2022;7625 5000 0467 5020;Jul 23;American Express;43;9;2,1;0
RS0000759;367;GlückAuf;05.03.2022;7625 5000 0467 5020;Jul 23;American Express;77;16;1,8;0
RS0000759;367;GlückAuf;05.03.2022;7625 5000 0467 5020;Jul 23;American Express;114;43;4,5;11,4
RS0000760;;GlückAuf;05.03.2022;5600 6000 0526 0330;Aug 23;Mastercard;116;4;3;11,6
RS0000761;;GlückAuf;05.03.2022;0000 4170 0543 0600;Mai 99;VISA;55;36;5;5,5
RS0000762;275;GlückAuf;05.03.2022;0000 2386 0101 1100;Apr 84;VISA;6;27;7;0,6
RS0000763;;GlückAuf;05.03.2022;0000 4359 0200 9000;Jan 23;Mastercard;110;39;0,5;11
RS0000764;40;GlückAuf;05.03.2022;0000 4183 0505 0500;Aug 20;Mastercard;40;17;0,8;0
RS0000764;40;GlückAuf;05.03.2022;0000 4183 0505 0500;Aug 20;Mastercard;54;5;4,8;0
RS0000764;40;GlückAuf;05.03.2022;0000 4183 0505 0500;Aug 20;Mastercard;104;48;5;10,4
RS0000765;;GlückAuf;05.03.2022;2500 2000 0894 4120;Jan 16;VISA;73;22;3;7,3
RS0000766;;GlückAuf;05.03.2022;0000 9750 3305 0000;Nov 23;American Express;117;29;3,5;11,7
RS0000767;;GlückAuf;05.03.2022;0000 8153 0932 0000;Jul 16;Mastercard;96;24;8;9,6
RS0000768;397;GlückAuf;05.03.2022;8624 5100 0454 7890;Jun 23;Mastercard;64;16;4,5;6,4
RS0000769;;GlückAuf;05.03.2022;0000 5645 8410 3100;11/00;American Express;12;34;3,8;0
RS0000769;;GlückAuf;05.03.2022;0000 5645 8410 3100;11/00;American Express;23;4;3;2,3
RS0000769;;GlückAuf;05.03.2022;0000 5645 8410 3100;11/00;American Express;59;21;2,8;0
RS0000770;;GlückAuf;05.03.2022;0000 7466 6923 0000;Mrz 13;VISA;32;17;5;3,2
RS0000771;;GlückAuf;05.03.2022;8643 2200 0056 4080;Dez 23;Mastercard;15;4;4,5;1,5
RS0000772;112;GlückAuf;05.03.2022;0000 0650 5101 3200;Apr 89;VISA;48;4;4,5;4,8
RS0000773;;GlückAuf;05.03.2022;0000 8968 0920 0000;Nov 23;VISA;105;34;5;10,5
RS0000774;;GlückAuf;05.03.2022;0000 8351 0500 1500;Mai 20;VISA;30;28;3,8;0
RS0000774;;GlückAuf;05.03.2022;0000 8351 0500 1500;Mai 20;VISA;117;17;3,5;11,7
RS0000775;87;GlückAuf;05.03.2022;0000 7653 3500 0000;Jul 18;Mastercard;74;22;3;7,4
RS0000776;;GlückAuf;05.03.2022;0505 0500 0362 8429;Dez 19;American Express;72;39;2;7,2
RS0000777;15;GlückAuf;05.03.2022;0000 7228 2915 5100;Mai 17;VISA;85;7;1;8,5
RS0000778;;GlückAuf;05.03.2022;0000 4820 7300 0700;Okt 97;Mastercard;107;28;8;10,7
RS0000779;300;GlückAuf;05.03.2022;0000 3265 0922 0000;Sep 91;Mastercard;17;17;3,3;0
RS0000779;300;GlückAuf;05.03.2022;0000 3265 0922 0000;Sep 91;Mastercard;18;49;5,8;0
RS0000779;300;GlückAuf;05.03.2022;0000 3265 0922 0000;Sep 91;Mastercard;46;42;8;4,6
RS0000779;300;GlückAuf;05.03.2022;0000 3265 0922 0000;Sep 91;Mastercard;47;10;8,8;0
RS0000780;;GlückAuf;05.03.2022;0000 3783 0944 5400;Feb 20;VISA;45;38;2;4,5
RS0000781;62;GlückAuf;05.03.2022;0000 2730 1308 0000;Nov 17;American Express;63;37;4,5;6,3
RS0000782;;GlückAuf;05.03.2022;0000 3966 0700 2400;Sep 18;Mastercard;20;11;8;2
RS0000783;276;GlückAuf;05.03.2022;0000 1769 4900 0000;Mai 15;VISA;49;38;3,8;4,9
RS0000784;;GlückAuf;05.03.2022;4601 1700 0882 1030;Jan 20;VISA;8;9;8;0,8
RS0000784;;GlückAuf;05.03.2022;4601 1700 0882 1030;Jan 20;VISA;75;28;6,8;0
RS0000785;147;GlückAuf;05.03.2022;0000 8943 0609 6700;Jun 20;Mastercard;103;34;5;10,3
RS0000786;;GlückAuf;05.03.2022;7625 5000 0467 5020;Jul 23;American Express;117;19;3,5;11,7
RS0000787;111;GlückAuf;05.03.2022;0000 4076 3515 6000;Mai 87;VISA;28;24;2;2,8
RS0000788;;GlückAuf;05.03.2022;0000 2226 9513 1100;Nov 13;American Express;87;19;0,5;8,7
RS0000789;;GlückAuf;05.03.2022;0000 4832 0603 6200;Jun 83;Mastercard;32;10;4,8;0
RS0000789;;GlückAuf;05.03.2022;0000 4832 0603 6200;Jun 83;Mastercard;88;17;0,5;8,8
RS0000790;398;GlückAuf;05.03.2022;1900 0000 0649 9490;Sep 23;Mastercard;93;43;2,3;9,3
RS0000791;;GlückAuf;05.03.2022;0000 3829 0501 0100;Jul 20;Mastercard;11;11;8;1,1
RS0000792;212;GlückAuf;05.03.2022;0000 6325 9800 2700;Jun 88;Mastercard;83;34;0,8;8,3
RS0000793;;GlückAuf;05.03.2022;0000 5642 0306 0000;Nov 95;American Express;106;29;7;10,6
RS0000794;288;GlückAuf;05.03.2022;0000 3658 6626 5300;Dez 99;American Express;4;49;4,8;0
RS0000794;288;GlückAuf;05.03.2022;0000 3658 6626 5300;Dez 99;American Express;43;34;2,1;0
RS0000794;288;GlückAuf;05.03.2022;0000 3658 6626 5300;Dez 99;American Express;69;45;2;6,9
RS0000794;288;GlückAuf;05.03.2022;0000 3658 6626 5300;Dez 99;American Express;72;5;1,8;0
RS0000794;288;GlückAuf;05.03.2022;0000 3658 6626 5300;Dez 99;American Express;114;6;4,3;0
RS0000795;;GlückAuf;05.03.2022;0516 2000 0862 1252;Jan 90;VISA;68;33;6;6,8
RS0000796;30;GlückAuf;05.03.2022;0000 7773 4500 0000;Okt 23;Mastercard;5;20;5;0,5
RS0000797;;GlückAuf;05.03.2022;0000 8225 0700 2400;Okt 86;Mastercard;82;1;5;8,2
RS0000798;12;GlückAuf;05.03.2022;0000 3182 0640 3800;Okt 23;VISA;31;4;2;3,1
RS0000799;;GlückAuf;05.03.2022;0800 8500 0186 4149;Mrz 23;VISA;92;12;2,2;0
RS0000799;;GlückAuf;05.03.2022;0800 8500 0186 4149;Mrz 23;VISA;119;29;1,8;0
RS0000799;;GlückAuf;05.03.2022;0800 8500 0186 4149;Mrz 23;VISA;120;45;8;12
RS0000800;;GlückAuf;05.03.2022;0000 7350 2101 3900;Jul 23;Mastercard;54;30;5;5,4
RS0000801;221;GlückAuf;05.03.2022;0000 8379 6665 4800;Okt 17;Mastercard;76;30;4;7,6
RS0000802;;GlückAuf;05.03.2022;0000 1024 1628 9800;Dez 14;American Express;125;23;7;12,5
RS0000803;;GlückAuf;05.03.2022;0000 7337 0400 4400;Jan 19;VISA;80;42;4;8
RS0000804;369;GlückAuf;05.03.2022;5500 0000 0296 0870;Mrz 21;VISA;31;40;2;3,1
RS0000804;369;GlückAuf;05.03.2022;5500 0000 0296 0870;Mrz 21;VISA;92;23;2,2;0
RS0000805;119;GlückAuf;05.03.2022;0000 3670 0400 4800;Mai 15;VISA;43;34;2,3;4,3
RS0000806;171;GlückAuf;05.03.2022;0000 6628 0906 3300;Nov 13;American Express;117;40;3,5;11,7
RS0000807;207;GlückAuf;05.03.2022;0000 1477 0601 0000;Dez 23;VISA;121;29;4;12,1
RS0000808;;GlückAuf;05.03.2022;0000 4966 5500 7000;Feb 16;VISA;123;12;3;12,3
RS0000809;190;GlückAuf;05.03.2022;0000 7272 0691 1300;Okt 20;Mastercard;35;18;0,8;0
RS0000809;190;GlückAuf;05.03.2022;0000 7272 0691 1300;Okt 20;Mastercard;93;46;2,1;0
RS0000809;190;GlückAuf;05.03.2022;0000 7272 0691 1300;Okt 20;Mastercard;113;45;4,5;11,3
RS0000810;;GlückAuf;05.03.2022;0700 2000 0018 5758;Apr 14;VISA;86;44;0,5;8,6
RS0000811;232;GlückAuf;05.03.2022;0000 6950 6616 3900;Apr 23;Mastercard;91;37;1,2;9,1
RS0000812;;GlückAuf;05.03.2022;0000 1551 1519 1900;Jan 23;Mastercard;117;14;3,5;11,7
RS0000813;;GlückAuf;05.03.2022;7500 0000 0985 0720;Feb 15;VISA;65;5;4,5;6,5
RS0000814;71;GlückAuf;05.03.2022;0000 9372 0501 0100;Apr 19;VISA;80;30;3,8;0
RS0000814;71;GlückAuf;05.03.2022;0000 9372 0501 0100;Apr 19;VISA;88;4;0,5;8,8
RS0000815;;GlückAuf;05.03.2022;0605 9200 0131 0597;Okt 16;Mastercard;44;11;4;4,4
RS0000816;206;GlückAuf;05.03.2022;0000 2770 1694 5000;Okt 23;VISA;44;2;4;4,4
RS0000817;;GlückAuf;05.03.2022;0000 2386 0101 1100;Apr 84;VISA;114;10;4,5;11,4
RS0000818;309;GlückAuf;05.03.2022;0500 0000 0822 2245;Dez 23;Mastercard;22;23;2;2,2
RS0000819;;GlückAuf;05.03.2022;0000 2269 4917 0000;Jun 19;Mastercard;19;28;1,8;0
RS0000819;;GlückAuf;05.03.2022;0000 2269 4917 0000;Jun 19;Mastercard;38;14;0,3;0
RS0000819;;GlückAuf;05.03.2022;0000 2269 4917 0000;Jun 19;Mastercard;73;10;2,8;0
RS0000819;;GlückAuf;05.03.2022;0000 2269 4917 0000;Jun 19;Mastercard;99;38;3,8;9,9
RS0000819;;GlückAuf;05.03.2022;0000 2269 4917 0000;Jun 19;Mastercard;125;12;6,8;0
RS0000820;137;GlückAuf;05.03.2022;0000 9563 0614 8600;Aug 13;Mastercard;8;30;8;0,8
RS0000821;;GlückAuf;05.03.2022;9501 3000 0879 1470;Aug 18;Mastercard;90;8;1;9
RS0000822;295;GlückAuf;05.03.2022;0000 5221 5653 1600;Feb 23;Mastercard;71;41;4;7,1
RS0000823;;GlückAuf;05.03.2022;0000 1580 0400 0000;Apr 13;VISA;78;9;2;7,8
RS0000824;;GlückAuf;05.03.2022;0000 0365 0501 1000;Apr 19;VISA;10;36;0,3;0
RS0000824;;GlückAuf;05.03.2022;0000 0365 0501 1000;Apr 19;VISA;20;32;8;2
RS0000824;;GlückAuf;05.03.2022;0000 0365 0501 1000;Apr 19;VISA;51;9;1,8;0
RS0000825;285;GlückAuf;05.03.2022;0000 8825 7500 0100;Feb 18;VISA;81;33;2;8,1
RS0000826;301;GlückAuf;05.03.2022;0605 9200 0131 0597;Okt 16;Mastercard;74;36;3;7,4
RS0000827;397;GlückAuf;05.03.2022;8624 5100 0454 7890;Jun 23;Mastercard;53;32;5;5,3
RS0000828;;GlückAuf;05.03.2022;0000 8177 0651 4100;Okt 19;Mastercard;75;15;7;7,5
RS0000829;;GlückAuf;05.03.2022;0000 0850 0305 0000;Nov 13;American Express;114;39;4,5;11,4
RS0000829;;GlückAuf;05.03.2022;0000 0850 0305 0000;Nov 13;American Express;123;3;2,8;0
RS0000830;204;GlückAuf;05.03.2022;0000 5645 8410 3100;11/00;American Express;114;27;4,5;11,4
RS0000831;;GlückAuf;05.03.2022;0000 1787 0540 0000;Dez 23;American Express;28;49;2;2,8
RS0000832;;GlückAuf;05.03.2022;0000 2669 2900 0000;Jun 92;Mastercard;75;3;7;7,5
RS0000833;163;GlückAuf;05.03.2022;0000 8784 0800 0000;Aug 23;Mastercard;81;31;2;8,1
RS0000834;;GlückAuf;05.03.2022;0000 7863 0700 8800;Feb 14;VISA;29;28;1,5;2,9
RS0000834;;GlückAuf;05.03.2022;0000 7863 0700 8800;Feb 14;VISA;102;19;3,8;0
RS0000835;87;GlückAuf;05.03.2022;0000 7653 3500 0000;Jul 18;Mastercard;74;16;3;7,4
RS0000836;;GlückAuf;05.03.2022;0000 4563 0901 0000;Aug 23;American Express;67;32;3,5;6,7
RS0000837;107;GlückAuf;05.03.2022;0000 6425 0800 2000;Okt 23;American Express;53;44;5;5,3
RS0000838;376;GlückAuf;05.03.2022;0400 0000 0712 1960;Sep 94;Mastercard;62;43;4;6,2
RS0000839;;GlückAuf;05.03.2022;0000 4075 0500 0000;09/00;Mastercard;8;8;7,8;0
RS0000839;;GlückAuf;05.03.2022;0000 4075 0500 0000;09/00;Mastercard;36;3;0,3;0
RS0000839;;GlückAuf;05.03.2022;0000 4075 0500 0000;09/00;Mastercard;68;40;5,8;0
RS0000839;;GlückAuf;05.03.2022;0000 4075 0500 0000;09/00;Mastercard;82;49;4,8;0
RS0000839;;GlückAuf;05.03.2022;0000 4075 0500 0000;09/00;Mastercard;107;27;8;10,7
RS0000840;47;GlückAuf;05.03.2022;0000 2221 8900 2200;Mrz 17;VISA;49;34;3,8;4,9
RS0000841;;GlückAuf;05.03.2022;0000 5645 8410 3100;11/00;American Express;41;1;1,2;4,1
RS0000842;252;GlückAuf;05.03.2022;0000 3751 0700 2400;Jul 13;Mastercard;17;23;3,5;1,7
RS0000843;;GlückAuf;05.03.2022;0000 1874 1641 4900;Nov 20;American Express;53;3;5;5,3
RS0000844;385;GlückAuf;05.03.2022;0695 5900 0820 3729;Dez 20;American Express;55;26;5;5,5
RS0000844;385;GlückAuf;05.03.2022;0695 5900 0820 3729;Dez 20;American Express;59;38;2,8;0
RS0000844;385;GlückAuf;05.03.2022;0695 5900 0820 3729;Dez 20;American Express;107;19;7,8;0
RS0000844;385;GlückAuf;05.03.2022;0695 5900 0820 3729;Dez 20;American Express;123;14;2,8;0
RS0000845;;GlückAuf;05.03.2022;0000 5410 0610 0600;Apr 23;VISA;87;49;0,5;8,7
RS0000846;;GlückAuf;05.03.2022;0000 3747 2700 2900;Mrz 23;Mastercard;109;15;3;10,9
RS0000847;81;GlückAuf;05.03.2022;0000 7257 6500 1000;Feb 15;VISA;71;13;4;7,1
RS0000848;;GlückAuf;05.03.2022;0000 7547 2601 2100;Nov 14;American Express;122;21;2;12,2
RS0000849;363;GlückAuf;05.03.2022;0700 1000 0234 1368;Aug 78;Mastercard;18;24;6;1,8
RS0000849;363;GlückAuf;05.03.2022;0700 1000 0234 1368;Aug 78;Mastercard;46;44;7,8;0
RS0000850;;GlückAuf;05.03.2022;0000 2367 0512 0300;Feb 97;VISA;56;42;7;5,6
RS0000851;211;GlückAuf;05.03.2022;0000 2367 0512 0300;Feb 97;VISA;62;41;4;6,2
RS0000852;;GlückAuf;05.03.2022;0000 3421 0501 7000;Jun 82;Mastercard;84;30;0,75;8,4
RS0000853;403;GlückAuf;05.03.2022;3900 0000 0750 7620;Mai 15;VISA;36;19;0,5;3,6
RS0000854;;GlückAuf;05.03.2022;0000 6336 0400 8500;Sep 89;Mastercard;1;25;1,8;0
RS0000854;;GlückAuf;05.03.2022;0000 6336 0400 8500;Sep 89;Mastercard;17;26;3,3;0
RS0000854;;GlückAuf;05.03.2022;0000 6336 0400 8500;Sep 89;Mastercard;60;18;0,5;6
RS0000854;;GlückAuf;05.03.2022;0000 6336 0400 8500;Sep 89;Mastercard;63;41;4,3;0
RS0000855;;GlückAuf;05.03.2022;1900 0000 0649 9490;Sep 23;Mastercard;3;38;5;0,3
RS0000856;;GlückAuf;05.03.2022;0000 9185 5900 0000;Nov 14;American Express;16;21;3;1,6
RS0000857;376;GlückAuf;05.03.2022;0400 0000 0712 1960;Sep 94;Mastercard;1;38;2;0,1
RS0000858;;GlückAuf;05.03.2022;7613 4300 0367 1640;Dez 17;American Express;90;9;1;9
RS0000859;156;GlückAuf;05.03.2022;0000 1868 0920 0000;Jun 92;Mastercard;11;25;7,8;0
RS0000859;156;GlückAuf;05.03.2022;0000 1868 0920 0000;Jun 92;Mastercard;61;35;7,8;0
RS0000859;156;GlückAuf;05.03.2022;0000 1868 0920 0000;Jun 92;Mastercard;85;13;0,8;0
RS0000859;156;GlückAuf;05.03.2022;0000 1868 0920 0000;Jun 92;Mastercard;115;7;4,5;11,5
RS0000860;;GlückAuf;05.03.2022;2911 2000 0746 7730;Feb 23;VISA;52;42;4;5,2
RS0000861;178;GlückAuf;05.03.2022;0000 0880 0200 8700;Feb 90;VISA;75;5;7;7,5
RS0000862;;GlückAuf;05.03.2022;0000 8260 4200 0000;Dez 18;American Express;105;16;5;10,5
RS0000863;317;GlückAuf;05.03.2022;7613 4300 0367 1640;Dez 17;American Express;98;7;4,5;9,8
RS0000864;;GlückAuf;05.03.2022;0693 2900 0222 1333;Jan 21;VISA;78;45;2;7,8
RS0000864;;GlückAuf;05.03.2022;0693 2900 0222 1333;Jan 21;VISA;113;18;4,3;0
RS0000865;329;GlückAuf;05.03.2022;2624 5500 0966 6220;Mai 16;VISA;13;13;4,5;1,3
RS0000866;;GlückAuf;05.03.2022;0000 3829 0501 0100;Jul 20;Mastercard;18;45;6;1,8
RS0000867;311;GlückAuf;05.03.2022;0500 0000 0330 9863;Okt 19;Mastercard;15;47;4,5;1,5
RS0000868;;GlückAuf;05.03.2022;0000 6255 0305 3300;Jul 23;Mastercard;29;38;1,5;2,9
RS0000869;;GlückAuf;05.03.2022;0000 8370 1633 7000;Nov 15;American Express;8;1;7,8;0
RS0000869;;GlückAuf;05.03.2022;0000 8370 1633 7000;Nov 15;American Express;69;8;1,8;0
RS0000869;;GlückAuf;05.03.2022;0000 8370 1633 7000;Nov 15;American Express;81;24;2;8,1
RS0000869;;GlückAuf;05.03.2022;0000 8370 1633 7000;Nov 15;American Express;101;18;1,8;0
RS0000870;120;GlückAuf;05.03.2022;0000 9052 0700 2400;Jul 23;VISA;70;35;8;7
RS0000871;;GlückAuf;05.03.2022;0000 2465 0920 1000;Sep 94;Mastercard;36;33;0,5;3,6
RS0000872;363;GlückAuf;05.03.2022;0700 1000 0234 1368;Aug 78;Mastercard;33;44;0,8;3,3
RS0000873;;GlückAuf;05.03.2022;5514 8000 0695 2020;Apr 18;VISA;49;16;3,8;4,9
RS0000874;274;GlückAuf;05.03.2022;0000 9750 3305 0000;Nov 23;American Express;25;8;6,8;0
RS0000874;274;GlückAuf;05.03.2022;0000 9750 3305 0000;Nov 23;American Express;84;13;0,75;8,4
RS0000875;;GlückAuf;05.03.2022;0640 3800 0868 8082;Nov 18;American Express;103;42;5;10,3
RS0000876;;GlückAuf;05.03.2022;0000 2221 8900 2200;Mrz 17;VISA;124;20;3;12,4
RS0000877;208;GlückAuf;05.03.2022;0000 2813 0700 0000;Nov 13;American Express;44;43;4;4,4
RS0000878;;GlückAuf;05.03.2022;6500 1000 0326 5380;Jun 13;Mastercard;46;15;8;4,6
RS0000879;;GlückAuf;05.03.2022;0000 7350 2101 3900;Jul 23;Mastercard;17;12;3,3;0
RS0000879;;GlückAuf;05.03.2022;0000 7350 2101 3900;Jul 23;Mastercard;38;37;0,5;3,8
RS0000879;;GlückAuf;05.03.2022;0000 7350 2101 3900;Jul 23;Mastercard;91;45;1;0
RS0000880;;GlückAuf;05.03.2022;4515 4800 0829 7550;Mai 13;VISA;4;44;5;0,4
RS0000881;;GlückAuf;05.03.2022;0000 7784 0540 4000;Okt 15;Mastercard;110;21;0,5;11
RS0000882;245;GlückAuf;05.03.2022;0000 3912 0965 9700;Aug 23;VISA;91;31;1,2;9,1
RS0000883;;GlückAuf;05.03.2022;0000 8164 3901 3000;Dez 23;Mastercard;78;33;2;7,8
RS0000884;171;GlückAuf;05.03.2022;0000 6628 0906 3300;Nov 13;American Express;16;45;2,8;0
RS0000884;171;GlückAuf;05.03.2022;0000 6628 0906 3300;Nov 13;American Express;29;4;1,3;0
RS0000884;171;GlückAuf;05.03.2022;0000 6628 0906 3300;Nov 13;American Express;43;41;2,3;4,3
RS0000885;;GlückAuf;05.03.2022;3901 3000 0756 0270;Nov 23;Mastercard;105;46;5;10,5
RS0000886;45;GlückAuf;05.03.2022;0000 2913 0700 0000;Jun 14;Mastercard;67;20;3,5;6,7
RS0000887;;GlückAuf;05.03.2022;0000 3660 0698 6000;Feb 14;VISA;35;8;1;3,5
RS0000888;163;GlückAuf;05.03.2022;0000 8784 0800 0000;Aug 23;Mastercard;101;22;2;10,1
RS0000889;;GlückAuf;05.03.2022;2516 3000 0515 7250;Dez 23;VISA;42;49;2,2;0
RS0000889;;GlückAuf;05.03.2022;2516 3000 0515 7250;Dez 23;VISA;113;32;4,5;11,3
RS0000890;210;GlückAuf;05.03.2022;0000 9270 0400 4800;Mrz 18;VISA;55;24;5;5,5
RS0000891;;GlückAuf;05.03.2022;0000 1765 0910 4000;Apr 23;VISA;70;19;8;7
RS0000892;186;GlückAuf;05.03.2022;0000 8757 6622 6300;Apr 94;VISA;119;48;2;11,9
RS0000893;;GlückAuf;05.03.2022;0501 8000 0167 8386;Okt 16;Mastercard;117;34;3,5;11,7
RS0000894;271;GlückAuf;05.03.2022;0000 3581 0700 2400;Sep 23;Mastercard;21;10;3,8;0
RS0000894;271;GlückAuf;05.03.2022;0000 3581 0700 2400;Sep 23;Mastercard;22;5;2;2,2
RS0000894;271;GlückAuf;05.03.2022;0000 3581 0700 2400;Sep 23;Mastercard;48;34;4,3;0
RS0000894;271;GlückAuf;05.03.2022;0000 3581 0700 2400;Sep 23;Mastercard;75;23;6,8;0
RS0000894;271;GlückAuf;05.03.2022;0000 3581 0700 2400;Sep 23;Mastercard;115;37;4,3;0
RS0000895;;GlückAuf;05.03.2022;0700 2800 0280 3760;Nov 84;American Express;116;10;3;11,6
RS0000896;;GlückAuf;05.03.2022;0000 2770 1694 5000;Okt 23;VISA;121;43;4;12,1
